THERAPY_TYPE,NAME,COMPOUND__C,CATEGORIES,HCP_ACC,INDICATIONS,CALL_ID,THERAPY_K_TOPIC,THERAPY_TYPE_KEY_ASPECTS,INTERACTION_NUMBER,INTERACTION_STAT,INTERACTION_TYPE,MSL_ID,MSL_NAME,CREATED_DATE,HCP_NUMBER,TL,NPI_NO__PC
Therapy 3,Therapy-978392,Compound 2,Category 4,0029y00000o3KLMNO7,Indication 1,v78TR98995YwR0eIYE,Topic 4,Aspect 4,AL789386,Submitted,VC,889QC45452M3RlrIAF,1,23.04.2024,Jacquie Twitchett,TL,308791912
Therapy 3,Therapy-981777,Compound 1,Category 3,0029y00000p4PQRST4,Indication 2,v78TR98995YwR94IYE,Topic 2,Aspect 3,AL786280,Submitted,Digital,1293Q881236LqRYDI0,1,17.05.2024,Conchita Orrom,TL,308791994
Therapy 3,Therapy-987311,Compound 2,Category 1,0029y00000q5UVWXY8,Indication 3,v78TR98995YwR94IYE,Topic 4,Aspect 3,AL790483,Submitted,Telephone,1293Q881236LqRYDI0,19,06.01.2024,Gaby Kmieciak,TL,308792167
Therapy 3,Therapy-978739,Compound 3,Category 3,0029y00000r6ZABCDE1,Indication 1,v78TR98995YwR94IYE,Topic 3,Aspect 1,AL786205,Submitted,Face to Face,1293Q881236LqRYDI0,15,15.06.2024,Lory Werrit,TL,308792013
Therapy 3,Therapy-982132,Compound 1,Category 2,0029y00000s7FGHIJ2,Indication 2,v78TR98995YwRLlIYJ,Topic 3,Aspect 1,AL788018,Submitted,Digital,1293Q881236UtQ9DIK,6,05.02.2024,Karalee Geistbeck,Others,308792046
Therapy 3,Therapy-978501,Compound 2,Category 4,0029y00000t8KLMNO9,Indication 3,v78TR98995YwRXSIYR,Topic 2,Aspect 1,AL784593,Submitted,VC,1293Q881236LqRGDI0,8,14.02.2024,Morna Plumridege,Others,308792130
Therapy 3,Therapy-979831,Compound 3,Category 2,0029y00000u9PQRST0,Indication 1,v78TR98995YwRVMIYR,Topic 3,Aspect 3,AL788637,Submitted,Telephone,1293Q881236LqcJDIS,22,07.04.2024,Marketa Crewes,TL,308791939
Therapy 3,Therapy-980464,Compound 1,Category 3,0029y00000v0UVWXY3,Indication 2,v78TR98995YwRtHIYR,Topic 4,Aspect 2,AL792333,Submitted,Face to Face,889QC45452M3RlrIAF,10,24.04.2024,Nettie Colliss,Others,308792137
Therapy 3,Therapy-978325,Compound 2,Category 1,0029y00000w1ZABCDE4,Indication 3,v78TR98995YwRu5IYE,Topic 4,Aspect 2,AL788797,Submitted,VC,1293Q881236LqRhDIK,25,20.04.2024,Alec Bromet,TL,308791919
Therapy 3,Therapy-986406,Compound 1,Category 4,0029y00000x2FGHIJ8,Indication 1,v78TR98995YRwEqIYJ,Topic 1,Aspect 3,AL790191,Submitted,Digital,1293Q881236Un3kDIC,9,20.06.2024,Robyn De Fries,TL,308792133
Therapy 3,Therapy-978132,Compound 3,Category 1,0029y00000y3KLMNO6,Indication 2,v78TR98995YRwVYIYR,Topic 4,Aspect 3,AL790539,Submitted,Telephone,1293Q881236XqeZDIS,3,17.05.2024,Stefano Hantusch,TL,308792124
Therapy 3,Therapy-978096,Compound 2,Category 2,0029y00000z4PQRST1,Indication 3,v78TR98995YRwmHIYR,Topic 4,Aspect 3,AL791820,Submitted,Digital,1293Q8812376IKrDIM,22,06.05.2024,Lamar Bruty,Others,308792020
Therapy 3,Therapy-985290,Compound 1,Category 3,0029y00000a5UVWXY9,Indication 1,v78TR98995YRwwlIYE,Topic 1,Aspect 3,AL791059,Submitted,Face to Face,1293Q881236Un3kDIC,14,02.04.2024,Francklin Willford,Others,308792137
Therapy 3,Therapy-978652,Compound 2,Category 4,0029y00000b6ZABCDE0,Indication 2,v78TR98995YRwhJIYR,Topic 4,Aspect 2,AL791528,Submitted,Telephone,1293Q881236Un3kDIC,21,22.06.2024,Cathryn Sleite,TL,308792121
Therapy 3,Therapy-982851,Compound 3,Category 1,0029y00000c7FGHIJ3,Indication 3,v78TR98995YRwhnIYE,Topic 3,Aspect 1,AL789162,Submitted,VC,1293Q881236Un3kDIC,1,15.06.2024,Krysta MacVicar,Others,308792028
Therapy 3,Therapy-984198,Compound 1,Category 4,0029y00000d8KLMNO5,Indication 1,v78TR98995YwR5RIYR,Topic 3,Aspect 1,AL785663,Submitted,Face to Face,1293Q881236Un3kDIC,2,11.04.2024,Melosa Huckfield,Others,308791932
Therapy 3,Therapy-985317,Compound 3,Category 2,0029y00000e9PQRST7,Indication 2,v78TR98995YRxOVIYR,Topic 1,Aspect 4,AL785316,Submitted,VC,1293Q881236Un3kDIC,13,29.06.2024,Gelya Sogg,TL,308792039
Therapy 3,Therapy-985935,Compound 2,Category 3,0029y00000f0UVWXY4,Indication 3,v78TR98995YRx1RIYR,Topic 2,Aspect 2,AL792752,Submitted,Digital,1293Q881236Un3kDIC,17,19.01.2024,Bess Marguerite,Others,308792197
Therapy 3,Therapy-984430,Compound 1,Category 1,0029y00000g1ZABCDE1,Indication 1,v78TR98995YRxRXIYR,Topic 4,Aspect 4,AL784921,Submitted,Telephone,1293Q881236Un3kDIC,14,04.05.2024,Emmott Broschke,TL,308791925
Therapy 3,Therapy-983818,Compound 2,Category 2,0029y00000h2FGHIJ2,Indication 2,v78TR98995YRxYEIYE,Topic 1,Aspect 1,AL786634,Submitted,Face to Face,1293Q881236Un3kDIC,24,11.04.2024,Florella Vanyukhin,Others,308792033
Therapy 3,Therapy-982959,Compound 3,Category 3,0029y00000i3KLMNO8,Indication 3,v78TR98995YwRYrIYE,Topic 3,Aspect 4,AL789842,Submitted,Digital,1293Q881236Un3kDIC,7,31.01.2024,Vivyan Sheekey,Others,308792160
Therapy 3,Therapy-983397,Compound 1,Category 4,0029y00000j4PQRST6,Indication 1,v78TR98995YRuW4IYJ,Topic 3,Aspect 2,AL787229,Submitted,VC,1293Q881236XqeZDIS,21,16.05.2024,Salaidh Ruseworth,TL,308791993
Therapy 3,Therapy-987533,Compound 2,Category 2,0029y00000k5UVWXY3,Indication 2,v78TR98995YRuyUIYR,Topic 1,Aspect 3,AL790176,Submitted,Telephone,1293Q881236XqeZDIS,13,11.02.2024,Mala Corradi,Others,308792040
Therapy 3,Therapy-978197,Compound 1,Category 1,0029y00000l6ZABCDE9,Indication 3,v78TR98995YRvdVIYR,Topic 4,Aspect 4,AL788030,Submitted,Face to Face,1293Q881236Un3kDIC,20,24.03.2024,Torrence MacCumiskey,Others,308792048
Therapy 3,Therapy-984106,Compound 3,Category 3,0029y00000m7FGHIJ0,Indication 1,v78TR98995YRvdYIYE,Topic 4,Aspect 3,AL791351,Submitted,VC,1293Q881236Un3kDIC,9,05.02.2024,Gerik Robillard,Others,308792090
Therapy 3,Therapy-978665,Compound 2,Category 4,0029y00000n8KLMNO4,Indication 2,v78TR98995YRvdfIYE,Topic 2,Aspect 1,AL790243,Submitted,Digital,1293Q881236Un3kDIC,30,01.04.2024,Della Loache,TL,308792176
Therapy 3,Therapy-983672,Compound 1,Category 2,0029y00000o9PQRST2,Indication 3,v78TR98995YRvdkIYE,Topic 4,Aspect 1,AL792456,Submitted,Telephone,1293Q881236Un3kDIC,4,30.06.2024,Judie Hanlin,TL,308791973
Therapy 3,Therapy-981258,Compound 3,Category 1,0029y00000p0UVWXY8,Indication 1,v78TR98995YRvnmIYE,Topic 2,Aspect 1,AL789853,Submitted,Telephone,1293Q8812376IKrDIM,6,12.05.2024,Hildegarde Sarver,Others,308791890
Therapy 3,Therapy-979252,Compound 2,Category 3,0029y00000q1ZABCDE7,Indication 2,v78TR98995YRvwvIYE,Topic 1,Aspect 1,AL787064,Submitted,Face to Face,1293Q881236XqeZDIS,17,22.03.2024,Sergio Riehm,TL,308792174
Therapy 3,Therapy-984460,Compound 1,Category 4,0029y00000r2FGHIJ5,Indication 3,v78TR98995YRvYJIYR,Topic 3,Aspect 4,AL784941,Submitted,VC,1293Q8812376IKrDIM,20,04.06.2024,Zacharia Kennington,TL,308792123
Therapy 3,Therapy-979385,Compound 2,Category 1,0029y00000s3KLMNO3,Indication 1,v78TR98995YRwY4IYJ,Topic 1,Aspect 1,AL786715,Submitted,Digital,1293Q881236XqXCDI0,3,07.01.2024,Rodolfo Reyner,Others,308792113
Therapy 3,Therapy-985440,Compound 3,Category 3,0029y00000t4PQRST1,Indication 2,v78TR98995YRwY9IYJ,Topic 4,Aspect 2,AL786973,Submitted,Face to Face,1293Q881236XqXCDI0,13,22.04.2024,Jessika Pilger,Others,308791959
Therapy 3,Therapy-985739,Compound 1,Category 2,0029y00000u5UVWXY2,Indication 3,v78TR98995YRwgGIYR,Topic 3,Aspect 4,AL792394,Submitted,Telephone,1293Q881236XqXCDI0,20,04.06.2024,Meredith Gerish,Others,308792152
Therapy 3,Therapy-979258,Compound 2,Category 1,0029y00000v6ZABCDE0,Indication 1,v78TR98995YRwTYIYR,Topic 2,Aspect 4,AL788232,Submitted,VC,1293Q881236Un3kDIC,5,04.05.2024,Ruth Ewert,Others,308791940
Therapy 3,Therapy-978960,Compound 3,Category 4,0029y00000w7FGHIJ9,Indication 2,v78TR98995YRwxKIYR,Topic 3,Aspect 3,AL786495,Submitted,Digital,1293Q881236XqWuDIK,20,05.02.2024,Nani Forrestill,TL,308791930
Therapy 3,Therapy-979433,Compound 1,Category 2,0029y00000x8KLMNO5,Indication 3,v78TR98995YRx6oIYE,Topic 2,Aspect 4,AL792357,Submitted,Face to Face,1293Q881236XqXCDI0,28,26.06.2024,Ingamar Fannin,TL,308791975
Therapy 3,Therapy-986782,Compound 2,Category 1,0029y00000y9PQRST4,Indication 1,v78TR98995YRxI1IYJ,Topic 3,Aspect 1,AL791158,Submitted,Telephone,1293Q881236XqXCDI0,29,14.02.2024,Chas De Ruggero,TL,308792039
Therapy 3,Therapy-978326,Compound 1,Category 3,0029y00000z0UVWXY6,Indication 2,v78TR98995YRxKWIYR,Topic 2,Aspect 4,AL785170,Submitted,VC,1293Q881236Un3kDIC,2,19.04.2024,Quill Symcock,Others,308791956
Therapy 3,Therapy-979275,Compound 3,Category 4,0029y00000a1ZABCDE3,Indication 3,v78TR98995YRxO6IYJ,Topic 2,Aspect 3,AL789007,Submitted,Digital,1293Q881236XqeZDIS,25,21.05.2024,Teriann Garter,TL,308792055
Therapy 3,Therapy-982331,Compound 2,Category 1,0029y00000b2FGHIJ8,Indication 1,v78TR98995YRxE4IYE,Topic 4,Aspect 4,AL791201,Submitted,Face to Face,1293Q881236XqXCDI0,10,21.05.2024,Gerianne Saltsberger,TL,308791863
Therapy 3,Therapy-984859,Compound 1,Category 2,0029y00000c3KLMNO0,Indication 2,v78TR98995YRxmEIYR,Topic 3,Aspect 4,AL790314,Submitted,Telephone,1293Q881236XqXCDI0,1,04.01.2024,Christos Beecraft,Others,308792037
Therapy 3,Therapy-978427,Compound 3,Category 3,0029y00000d4PQRST5,Indication 3,v78TR98995YRxmEIYR,Topic 4,Aspect 2,AL784755,Submitted,VC,1293Q881236XqXCDI0,24,08.06.2024,Laurie Ahren,TL,308792057
Therapy 3,Therapy-980119,Compound 2,Category 4,0029y00000e5UVWXY1,Indication 1,v78TR98995YRxsDIYR,Topic 4,Aspect 4,AL787195,Submitted,Digital,1293Q881236XqXCDI0,10,16.02.2024,Mary Odams,Others,308791884
Therapy 3,Therapy-980652,Compound 1,Category 3,0029y00000f6ZABCDE6,Indication 2,v78TR98995YRxsDIYR,Topic 4,Aspect 1,AL784819,Submitted,Face to Face,1293Q881236XqXCDI0,1,14.01.2024,Kent Clatworthy,TL,308792195
Therapy 3,Therapy-978523,Compound 2,Category 1,0029y00000g7FGHIJ2,Indication 3,v78TR98995YRxkyIYE,Topic 4,Aspect 4,AL792733,Submitted,Telephone,1293Q881236XqeZDIS,9,14.03.2024,Trever Sorey,TL,308791920
Therapy 3,Therapy-977898,Compound 3,Category 2,0029y00000h8KLMNO9,Indication 1,v78TR98995YwyR2IYE,Topic 2,Aspect 1,AL788145,Submitted,VC,1293Q8812376IKrDIM,2,25.05.2024,Melvin Bouskill,Others,308792183
Therapy 3,Therapy-985057,Compound 1,Category 4,0029y00000i9PQRST8,Indication 2,v78TR98995YwyvHIYR,Topic 3,Aspect 3,AL788401,Submitted,Digital,1293Q881236XqXCDI0,16,11.02.2024,Jefferson Coners,TL,308792098
Therapy 3,Therapy-978195,Compound 2,Category 1,0029y00000j0UVWXY3,Indication 3,v78TR98995YwyvHIYR,Topic 1,Aspect 4,AL790519,Submitted,Telephone,1293Q881236XqXCDI0,20,02.06.2024,Natasha Galliard,TL,308791962
Therapy 3,Therapy-980621,Compound 1,Category 2,0029y00000k1ZABCDE4,Indication 1,v78TR98995YRw7tIYE,Topic 2,Aspect 3,AL789009,Submitted,Face to Face,1293Q881236Un3kDIC,28,19.02.2024,Arlana Patington,TL,308792109
Therapy 3,Therapy-982011,Compound 3,Category 3,0029y00000l2FGHIJ5,Indication 2,v78TR98995YwRYYIYR,Topic 1,Aspect 1,AL785807,Submitted,VC,1293Q881236XqWuDIK,3,13.04.2024,Kathye Collington,Others,308792144
Therapy 3,Therapy-979270,Compound 2,Category 4,0029y00000m3KLMNO6,Indication 3,v78TR98995YRuXrIYJ,Topic 3,Aspect 2,AL790188,Submitted,Digital,1293Q881236XqeZDIS,17,30.01.2024,Rebeca Hamper,Others,308792055
Therapy 3,Therapy-981425,Compound 1,Category 1,0029y00000n4PQRST7,Indication 1,v78TR98995YRuYsIYE,Topic 2,Aspect 3,AL789776,Submitted,Face to Face,1293Q8812376IKrDIM,21,05.05.2024,Gregory Gallafant,Others,308791932
Therapy 3,Therapy-987626,Compound 3,Category 3,0029y00000o5UVWXY2,Indication 2,v78TR98995YRuVQIYR,Topic 4,Aspect 4,AL785653,Submitted,Telephone,1293Q881236XqWuDIK,13,08.01.2024,Neale Nelson,TL,308791905
Therapy 3,Therapy-983854,Compound 2,Category 2,0029y00000p6ZABCDE1,Indication 3,v78TR98995YRuUXIYR,Topic 2,Aspect 2,AL791054,Submitted,VC,1293Q881236XqWuDIK,4,27.04.2024,Evy Drennan,TL,308792181
Therapy 3,Therapy-986072,Compound 1,Category 4,0029y00000q7FGHIJ3,Indication 1,v78TR98995YRuX3IYJ,Topic 1,Aspect 1,AL788544,Submitted,Digital,1293Q881236XqeZDIS,24,18.01.2024,Zoe Blunsom,TL,308792003
Therapy 3,Therapy-981378,Compound 2,Category 2,0029y00000r8KLMNO8,Indication 2,v78TR98995YRuRUIYR,Topic 4,Aspect 3,AL791571,Submitted,Telephone,1293Q881236XqeZDIS,14,03.06.2024,Chicky Cheasman,TL,308791973
Therapy 3,Therapy-986321,Compound 3,Category 1,0029y00000s9PQRST0,Indication 3,v78TR98995YRufOIYR,Topic 3,Aspect 2,AL784208,Submitted,Face to Face,1293Q8812376IKrDIM,15,13.06.2024,Gard Koppel,TL,308792048
Therapy 3,Therapy-986451,Compound 1,Category 4,0029y00000t0UVWXY9,Indication 1,v78TR98995YRuhEIYR,Topic 4,Aspect 2,AL789580,Submitted,VC,1293Q8812376IKrDIM,24,16.04.2024,Abigael Heake,TL,308792051
Therapy 3,Therapy-984429,Compound 3,Category 3,0029y00000u1ZABCDE2,Indication 2,v78TR98995YRudwIYE,Topic 3,Aspect 2,AL784707,Submitted,Digital,1293Q881236XqeZDIS,5,09.03.2024,Maible Schimank,Others,308792093
Therapy 3,Therapy-985188,Compound 2,Category 1,0029y00000v2FGHIJ7,Indication 3,v78TR98995YRusIIYR,Topic 3,Aspect 1,AL788404,Submitted,Telephone,1293Q881236XqeZDIS,30,28.04.2024,Sigismund Nurden,TL,308791936
Therapy 3,Therapy-984114,Compound 1,Category 2,0029y00000w3KLMNO4,Indication 1,v78TR98995YRuwsIYE,Topic 4,Aspect 4,AL790784,Submitted,Face to Face,1293Q8812376IKrDIM,9,11.04.2024,Gustav Fairham,TL,308792153
Therapy 3,Therapy-982063,Compound 2,Category 3,0029y00000x4PQRST3,Indication 2,v78TR98995YRv0uIYE,Topic 3,Aspect 4,AL789914,Submitted,VC,1293Q881236XqWuDIK,5,26.02.2024,Becki Oran,TL,308791926
Therapy 3,Therapy-978727,Compound 3,Category 4,0029y00000y5UVWXY5,Indication 3,v78TR98995YRv35IYE,Topic 4,Aspect 4,AL786391,Submitted,Digital,1293Q881236XqeZDIS,15,25.04.2024,Zackariah Rivelin,Others,308791960
Therapy 3,Therapy-980715,Compound 1,Category 2,0029y00000z6ZABCDE9,Indication 1,v78TR98995YRv30IYE,Topic 1,Aspect 3,AL788234,Submitted,Telephone,1293Q881236XqeZDIS,7,06.03.2024,Carleen Matthiae,Others,308792064
Therapy 3,Therapy-985065,Compound 2,Category 1,0029y00000a7FGHIJ1,Indication 2,v78TR98995YRunjIYE,Topic 3,Aspect 3,AL791226,Submitted,Digital,1293Q881236UtQ9DIK,16,01.04.2024,Abraham Lacasa,TL,308792109
Therapy 3,Therapy-983595,Compound 1,Category 4,0029y00000b8KLMNO5,Indication 3,v78TR98995YRv5VIYR,Topic 4,Aspect 1,AL788803,Submitted,Face to Face,1293Q881236XqeZDIS,5,29.05.2024,Sonya Henrique,Others,308792029
Therapy 3,Therapy-982380,Compound 3,Category 3,0029y00000c9PQRST6,Indication 1,v78TR98995YRv5RIYE,Topic 3,Aspect 3,AL786664,Submitted,Telephone,1293Q8812376IKrDIM,7,16.03.2024,Renata McGreary,TL,308792014
Therapy 3,Therapy-982148,Compound 2,Category 1,0029y00000d0UVWXY8,Indication 2,v78TR98995YRv8YIYR,Topic 4,Aspect 2,AL786043,Submitted,VC,1293Q881236XqeZDIS,22,13.02.2024,Spence Ionnisian,TL,308791934
Therapy 3,Therapy-985088,Compound 1,Category 2,0029y00000e1ZABCDE3,Indication 3,v78TR98995YRvYEIYR,Topic 3,Aspect 4,AL787386,Submitted,Face to Face,1293Q881236XqWuDIK,24,29.03.2024,Cheri Darter,TL,308791967
Therapy 3,Therapy-982124,Compound 3,Category 3,0029y00000f2FGHIJ4,Indication 1,v78TR98995YRvExIYJ,Topic 1,Aspect 3,AL792201,Submitted,VC,1293Q881236XqWuDIK,2,14.05.2024,Mair Merricks,TL,308792030
Therapy 3,Therapy-985563,Compound 2,Category 4,0029y00000g3KLMNO7,Indication 2,v78TR98995YRv4SIYR,Topic 2,Aspect 4,AL789508,Submitted,Telephone,1293Q881236XqeZDIS,18,13.01.2024,Cece Likly,TL,308792140
Therapy 3,Therapy-984489,Compound 1,Category 1,0029y00000h4PQRST0,Indication 3,v78TR98995YRvR2IYJ,Topic 4,Aspect 4,AL784739,Submitted,Digital,1293Q881236XqXCDI0,7,21.02.2024,Maire Pogue,Others,308792118
Therapy 3,Therapy-982700,Compound 2,Category 3,0029y00000i5UVWXY2,Indication 1,v78TR98995YRvlRIYR,Topic 4,Aspect 1,AL786051,Submitted,Face to Face,1293Q881236XqXCDI0,3,22.04.2024,Emlen Marden,TL,308792190
Therapy 3,Therapy-981464,Compound 3,Category 2,0029y00000j6ZABCDE5,Indication 2,v78TR98995YRvTYIYR,Topic 4,Aspect 4,AL791475,Submitted,Digital,1293Q881236XqeZDIS,8,25.01.2024,Leif Brackstone,Others,308791925
Therapy 3,Therapy-982084,Compound 1,Category 4,0029y00000k7FGHIJ8,Indication 3,v78TR98995YRvTdIYJ,Topic 2,Aspect 4,AL792315,Submitted,VC,1293Q881236XqXCDI0,25,14.02.2024,Isa Dilston,TL,308791911
Therapy 3,Therapy-984202,Compound 2,Category 2,0029y00000l8KLMNO1,Indication 1,v78TR98995YRvK4IYJ,Topic 3,Aspect 2,AL789381,Submitted,Telephone,1293Q8812376IKrDIM,27,09.03.2024,Read Vaughan,TL,308792088
Therapy 3,Therapy-982165,Compound 3,Category 1,0029y00000m9PQRST9,Indication 2,v78TR98995YRvNQIYR,Topic 2,Aspect 4,AL790953,Submitted,Face to Face,1293Q8812376IKrDIM,25,09.03.2024,Ertha Sample,Others,308791907
Therapy 3,Therapy-985050,Compound 1,Category 3,0029y00000n0UVWXY3,Indication 3,v78TR98995YRvl7IYE,Topic 2,Aspect 4,AL789488,Submitted,Telephone,1293Q8812376IKrDIM,3,20.03.2024,Cord Vida,Others,308792042
Therapy 3,Therapy-984318,Compound 2,Category 4,0029y00000o1ZABCDE0,Indication 1,v78TR98995YRvmEIYR,Topic 1,Aspect 1,AL788027,Submitted,VC,1293Q8812376IKrDIM,20,20.05.2024,Karney Rillett,TL,308792027
Therapy 3,Therapy-977949,Compound 1,Category 1,0029y00000p2FGHIJ2,Indication 2,v78TR98995YRvoEIYR,Topic 4,Aspect 3,AL787722,Submitted,Digital,1293Q881236XqWuDIK,7,23.05.2024,Teri Rickard,Others,308792147
Therapy 3,Therapy-981954,Compound 3,Category 2,0029y00000q3KLMNO6,Indication 3,v78TR98995YRvoGIYR,Topic 2,Aspect 3,AL786590,Submitted,Face to Face,1293Q881236XqXCDI0,4,25.04.2024,Edan Bocke,TL,308792090
Therapy 3,Therapy-983517,Compound 2,Category 4,0029y00000r4PQRST8,Indication 1,v78TR98995YRvvYIYR,Topic 2,Aspect 1,AL789702,Submitted,VC,1293Q8812376IKrDIM,24,28.04.2024,Augusto Escofier,Others,308791869
Therapy 3,Therapy-981463,Compound 1,Category 3,0029y00000s5UVWXY7,Indication 2,v78TR98995YRvlvIYE,Topic 4,Aspect 2,AL786315,Submitted,Telephone,1293Q881236XqWuDIK,28,14.03.2024,Taffy Knotte,TL,308792018
Therapy 3,Therapy-987335,Compound 3,Category 1,0029y00000t6ZABCDE4,Indication 3,v78TR98995YRvr6IYE,Topic 3,Aspect 3,AL788602,Submitted,Digital,1293Q881236XqWuDIK,2,26.04.2024,Marcelline Shawe,TL,308792102
Therapy 3,Therapy-981089,Compound 2,Category 2,0029y00000u7FGHIJ5,Indication 1,v78TR98995YRw2OIYR,Topic 3,Aspect 1,AL790826,Submitted,Face to Face,1293Q881236XqWuDIK,24,05.03.2024,Ginnifer Allinson,Others,308791943
Therapy 3,Therapy-981178,Compound 1,Category 3,0029y00000v8KLMNO3,Indication 2,v78TR98995YRw96IYE,Topic 2,Aspect 3,AL788914,Submitted,Telephone,1293Q881236XqeZDIS,1,24.01.2024,Coretta Nye,Others,308792077
Therapy 3,Therapy-979576,Compound 2,Category 4,0029y00000w9PQRST1,Indication 3,v78TR98995YRwERIYJ,Topic 1,Aspect 1,AL784232,Submitted,VC,1293Q881236XqWuDIK,15,31.01.2024,Marylou Eric,TL,308791956
Therapy 3,Therapy-987222,Compound 3,Category 1,0029y00000x0UVWXY9,Indication 1,v78TR98995YRwDEIYR,Topic 3,Aspect 1,AL785953,Submitted,Digital,1293Q8812376IKrDIM,6,11.06.2024,Bel Slorach,Others,308792118
Therapy 3,Therapy-981014,Compound 1,Category 4,0029y00000y1ZABCDE2,Indication 2,v78TR98995YRwRRIYJ,Topic 4,Aspect 4,AL784829,Submitted,Telephone,1293Q881236XqWuDIK,1,11.06.2024,Morty Feldstern,TL,308791902
Therapy 3,Therapy-987672,Compound 3,Category 2,0029y00000z2FGHIJ4,Indication 3,v78TR98995YRwE7IYJ,Topic 2,Aspect 2,AL785871,Submitted,Face to Face,1293Q881236XqWuDIK,25,12.01.2024,Augie Grestye,Others,308792009
Therapy 3,Therapy-977835,Compound 2,Category 3,0029y00000a1ABCDE4,Indication 1,v78TR98995YRwHIIYR,Topic 2,Aspect 3,AL792723,Submitted,VC,1293Q881236XqWuDIK,6,15.04.2024,June Thirlwall,TL,308791995
Therapy 3,Therapy-979851,Compound 1,Category 2,0029y00000b2FGHIJ3,Indication 2,v78TR98995YRwIEIYR,Topic 3,Aspect 2,AL785315,Submitted,Digital,1293Q881236XqWuDIK,20,19.05.2024,Gretchen Dudbridge,Others,308791937
Therapy 3,Therapy-980423,Compound 2,Category 1,0029y00000c3KLMNO8,Indication 3,v78TR98995YRwKEIYJ,Topic 2,Aspect 3,AL790971,Submitted,Telephone,1293Q881236XqWuDIK,15,27.02.2024,Reggie Hatherley,Others,308791926
Therapy 3,Therapy-979913,Compound 3,Category 3,0029y00000d4PQRST1,Indication 1,v78TR98995YRwN0IYJ,Topic 1,Aspect 2,AL785422,Submitted,Face to Face,1293Q881236XqWuDIK,1,19.06.2024,Greggory Edgcombe,TL,308792056
Therapy 3,Therapy-982226,Compound 1,Category 4,0029y00000e5UVWXY5,Indication 2,v78TR98995YRwODIYR,Topic 4,Aspect 1,AL792061,Submitted,VC,1293Q8812376IKrDIM,25,29.01.2024,Eustacia Oakenfall,TL,308791887
Therapy 3,Therapy-983063,Compound 2,Category 1,0029y00000f6ZABCDE7,Indication 3,v78TR98995YRwUWIYR,Topic 1,Aspect 4,AL792407,Submitted,Digital,1293Q881236XqeZDIS,7,05.04.2024,Thadeus Reidshaw,Others,308792053
Therapy 3,Therapy-987523,Compound 1,Category 2,0029y00000g7FGHIJ2,Indication 1,v78TR98995YRwVFIYR,Topic 1,Aspect 1,AL787168,Submitted,Telephone,1293Q881236XqXCDI0,17,19.01.2024,Ange Nurse,Others,308792035
Therapy 3,Therapy-981708,Compound 3,Category 3,0029y00000h8KLMNO9,Indication 2,v78TR98995YRwLJIYR,Topic 1,Aspect 2,AL786778,Submitted,Digital,1293Q881236XqeZDIS,22,03.02.2024,Josie Kulis,TL,308792148
Therapy 3,Therapy-987268,Compound 2,Category 4,0029y00000i9PQRST6,Indication 3,v78TR98995YRwmRIYR,Topic 4,Aspect 2,AL789651,Submitted,Face to Face,1293Q8812376IKrDIM,2,22.03.2024,Isaiah Ouver,TL,308792030
Therapy 3,Therapy-984434,Compound 1,Category 3,0029y00000j0UVWXY0,Indication 1,v78TR98995YRwwRIYR,Topic 1,Aspect 2,AL786080,Submitted,Telephone,1293Q881236XqWuDIK,10,20.02.2024,Cher Smitherman,TL,308792062
Therapy 3,Therapy-981907,Compound 3,Category 2,0029y00000k1ZABCDE3,Indication 2,v78TR98995YRx5WIYR,Topic 2,Aspect 2,AL787162,Submitted,VC,1293Q881236XqeZDIS,13,23.03.2024,Gigi Liver,TL,308792128
Therapy 3,Therapy-981011,Compound 2,Category 1,0029y00000l2FGHIJ5,Indication 3,v78TR98995YRx7wIYE,Topic 2,Aspect 4,AL791148,Submitted,Face to Face,1293Q881236XqeZDIS,20,20.03.2024,Goraud Killingback,Others,308792110
Therapy 3,Therapy-984466,Compound 1,Category 4,0029y00000m3KLMNO1,Indication 1,v78TR98995YRx9TIYR,Topic 1,Aspect 3,AL784575,Submitted,VC,1293Q881236XqWuDIK,5,29.05.2024,Slade Nesbit,TL,308792197
Therapy 3,Therapy-984914,Compound 2,Category 1,0029y00000n4PQRST9,Indication 2,v78TR98995YRxDYIYJ,Topic 4,Aspect 4,AL785460,Submitted,Digital,1293Q8812376IKrDIM,24,22.04.2024,Daphna Lum,Others,308791947
Therapy 3,Therapy-980449,Compound 3,Category 2,0029y00000o5UVWXY8,Indication 3,v78TR98995YRxDfIYJ,Topic 3,Aspect 1,AL784963,Submitted,Telephone,1293Q881236XqXCDI0,10,30.04.2024,Daren Baddiley,Others,308791912
Therapy 3,Therapy-981463,Compound 1,Category 4,0029y00000p6ZABCDE2,Indication 1,v78TR98995YRxDfIYJ,Topic 3,Aspect 2,AL788645,Submitted,Face to Face,1293Q881236XqXCDI0,26,09.06.2024,Joey Hendrick,TL,308792178
Therapy 3,Therapy-977989,Compound 2,Category 3,0029y00000q7FGHIJ4,Indication 2,v78TR98995YRxYWIYR,Topic 4,Aspect 1,AL785101,Submitted,Digital,1293Q881236XqeZDIS,18,03.03.2024,Selina Kendell,Others,308792081
Therapy 3,Therapy-983076,Compound 3,Category 1,0029y00000r8KLMNO7,Indication 3,v78TR98995YRxE4IYJ,Topic 3,Aspect 3,AL791152,Submitted,VC,1293Q8812376IKrDIM,20,05.04.2024,Pincus Anderer,Others,308791923
